 id time_cycles setting_1 setting_2 setting_3 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 s_18 s_19 s_20 s_21
19049 94 39 0.0053 -0.0005 100.0 518.67 642.52 1593.84 1408.47 14.62 21.61 553.4 2388.1 9038.51 1.3 47.68 521.19 2388.09 8124.92 8.4484 0.03 393 2388 100.0 38.78 23.2749
19050 94 40 0.0042 -0.0003 100.0 518.67 642.39 1591.09 1409.47 14.62 21.61 552.59 2388.07 9038.32 1.3 47.53 521.54 2388.1 8129.81 8.4285 0.03 392 2388 100.0 38.87 23.2443
19051 94 41 0.0015 -0.0 100.0 518.67 642.54 1594.04 1407.24 14.62 21.61 552.63 2388.15 9046.22 1.3 47.42 521.64 2388.12 8127.6 8.4053 0.03 393 2388 100.0 38.72 23.2602
19052 94 42 0.0014 0.0003 100.0 518.67 642.64 1585.88 1411.35 14.62 21.61 552.42 2388.07 9041.86 1.3 47.65 520.97 2388.12 8128.96 8.4429 0.03 392 2388 100.0 38.82 23.1934
19053 94 43 -0.0018 0.0004 100.0 518.67 642.83 1585.98 1410.96 14.62 21.61 553.55 2388.16 9044.81 1.3 47.48 521.84 2388.12 8127.31 8.4303 0.03 394 2388 100.0 38.78 23.2976
19054 94 44 -0.002 0.0001 100.0 518.67 642.65 1590.27 1403.28 14.62 21.61 553.07 2388.11 9043.7 1.3 47.7 521.35 2388.16 8124.66 8.4316 0.03 393 2388 100.0 38.96 23.2609
19055 94 45 -0.0005 -0.0002 100.0 518.67 642.48 1586.36 1411.92 14.62 21.61 553.51 2388.13 9039.86 1.3 47.67 521.39 2388.09 8119.3 8.4862 0.03 394 2388 100.0 38.81 23.3143
19056 94 46 0.0012 -0.0 100.0 518.67 642.43 1586.92 1412.32 14.62 21.61 553.09 2388.07 9044.76 1.3 47.53 520.96 2388.18 8125.68 8.4552 0.03 393 2388 100.0 38.84 23.283
19057 94 47 -0.0016 -0.0005 100.0 518.67 642.71 1588.01 1415.87 14.62 21.61 553.3 2388.12 9039.99 1.3 47.55 521.02 2388.11 8125.39 8.414 0.03 392 2388 100.0 38.91 23.3137
19058 94 48 -0.0001 -0.0004 100.0 518.67 642.7 1584.34 1411.37 14.62 21.61 553.41 2388.11 9045.09 1.3 47.48 521.66 2388.14 8121.65 8.4023 0.03 395 2388 100.0 39.02 23.3044
19059 94 49 -0.0 -0.0002 100.0 518.67 643.04 1588.81 1406.9 14.62 21.61 553.3 2388.14 9050.35 1.3 47.57 520.88 2388.09 8126.07 8.4975 0.03 394 2388 100.0 38.75 23.3436
19060 94 50 -0.0002 -0.0003 100.0 518.67 643.01 1590.56 1409.42 14.62 21.61 553.36 2388.13 9054.25 1.3 47.42 521.54 2388.16 8127.59 8.4365 0.03 394 2388 100.0 38.82 23.2742
19061 94 51 0.0005 0.0004 100.0 518.67 643.3 1590.35 1409.69 14.62 21.61 553.68 2388.12 9052.1 1.3 47.48 521.12 2388.14 8124.57 8.493 0.03 392 2388 100.0 38.92 23.3295
19062 94 52 -0.0031 0.0003 100.0 518.67 642.52 1592.98 1404.07 14.62 21.61 553.1 2388.14 9039.43 1.3 47.67 520.88 2388.12 8125.14 8.4463 0.03 394 2388 100.0 38.85 23.2591
19063 94 53 0.001 -0.0002 100.0 518.67 642.93 1581.52 1409.68 14.62 21.61 553.67 2388.14 9044.23 1.3 47.5 521.34 2388.16 8125.47 8.4613 0.03 394 2388 100.0 38.89 23.1694
19064 94 54 -0.0027 -0.0004 100.0 518.67 642.43 1593.14 1408.71 14.62 21.61 553.43 2388.1 9048.55 1.3 47.46 520.89 2388.09 8131.96 8.4273 0.03 393 2388 100.0 38.86 23.1906
19065 94 55 -0.0014 0.0002 100.0 518.67 642.75 1591.49 1403.86 14.62 21.61 553.47 2388.18 9040.64 1.3 47.29 521.13 2388.15 8126.72 8.4577 0.03 392 2388 100.0 38.95 23.3929
19066 94 56 0.0034 0.0002 100.0 518.67 642.11 1593.04 1406.5 14.62 21.61 552.43 2388.14 9044.39 1.3 47.66 520.8 2388.14 8127.06 8.4487 0.03 393 2388 100.0 38.79 23.3
19067 94 57 -0.0002 0.0003 100.0 518.67 643.04 1589.62 1406.78 14.62 21.61 552.04 2388.14 9052.54 1.3 47.64 521.18 2388.15 8127.56 8.4621 0.03 394 2388 100.0 38.87 23.2951
19068 94 58 0.0001 -0.0005 100.0 518.67 642.58 1590.55 1409.17 14.62 21.61 553.85 2388.14 9038.69 1.3 47.42 521.87 2388.14 8127.56 8.4476 0.03 393 2388 100.0 38.95 23.2601
19069 94 59 0.0019 -0.0005 100.0 518.67 643.11 1581.52 1406.57 14.62 21.61 553.05 2388.15 9051.81 1.3 47.54 521.79 2388.13 8127.97 8.4042 0.03 392 2388 100.0 38.7 23.2574
19070 94 60 0.0025 0.0001 100.0 518.67 642.48 1591.43 1407.05 14.62 21.61 553.63 2388.14 9045.03 1.3 47.51 521.13 2388.1 8118.88 8.4366 0.03 393 2388 100.0 38.85 23.3193
19071 94 61 0.0003 -0.0004 100.0 518.67 642.98 1588.23 1405.15 14.62 21.61 553.71 2388.18 9045.73 1.3 47.52 521.21 2388.14 8127.67 8.4567 0.03 392 2388 100.0 39.09 23.224
19072 94 62 0.0025 -0.0004 100.0 518.67 642.5 1586.95 1408.43 14.62 21.61 553.71 2388.11 9041.62 1.3 47.55 520.62 2388.15 8125.84 8.4238 0.03 394 2388 100.0 38.87 23.3344
19073 94 63 -0.0003 -0.0001 100.0 518.67 642.64 1582.6 1401.64 14.62 21.61 553.4 2388.1 9046.7 1.3 47.65 521.14 2388.13 8124.8 8.4352 0.03 392 2388 100.0 38.76 23.2528
19074 94 64 -0.0029 -0.0003 100.0 518.67 642.4 1596.44 1412.55 14.62 21.61 552.91 2388.12 9051.82 1.3 47.59 521.38 2388.12 8130.33 8.4236 0.03 394 2388 100.0 38.71 23.1512
19075 94 65 0.0001 0.0001 100.0 518.67 642.82 1580.52 1410.21 14.62 21.61 552.71 2388.14 9047.66 1.3 47.6 520.97 2388.15 8124.1 8.4484 0.03 395 2388 100.0 38.7 23.2365
19076 94 66 -0.002 -0.0003 100.0 518.67 642.71 1596.24 1409.01 14.62 21.61 552.45 2388.15 9044.01 1.3 47.64 521.43 2388.16 8125.32 8.4392 0.03 393 2388 100.0 38.63 23.2162
19077 94 67 -0.0008 -0.0001 100.0 518.67 642.62 1591.29 1409.3 14.62 21.61 553.52 2388.11 9042.71 1.3 47.69 521.26 2388.17 8129.26 8.4171 0.03 392 2388 100.0 38.83 23.2782
19078 94 68 0.0018 0.0002 100.0 518.67 642.2 1593.15 1407.6 14.62 21.61 553.26 2388.16 9046.53 1.3 47.57 521.63 2388.16 8128.29 8.4857 0.03 394 2388 100.0 38.92 23.2167
19079 94 69 -0.0007 -0.0 100.0 518.67 642.29 1593.89 1408.83 14.62 21.61 553.75 2388.14 9043.27 1.3 47.47 521.56 2388.12 8128.88 8.4374 0.03 392 2388 100.0 38.92 23.3088
19080 94 70 0.0 -0.0003 100.0 518.67 642.92 1590.54 1413.86 14.62 21.61 552.82 2388.16 9045.49 1.3 47.55 521.09 2388.15 8127.99 8.4579 0.03 394 2388 100.0 38.7 23.205
19081 94 71 0.0035 0.0001 100.0 518.67 642.85 1581.9 1409.35 14.62 21.61 553.53 2388.15 9045.78 1.3 47.45 521.42 2388.14 8129.5 8.4532 0.03 391 2388 100.0 39.04 23.247
19082 94 72 -0.0021 -0.0001 100.0 518.67 642.65 1597.18 1404.5 14.62 21.61 553.23 2388.06 9050.06 1.3 47.54 521.78 2388.12 8128.17 8.481 0.03 393 2388 100.0 38.74 23.2219
19083 94 73 0.0039 0.0003 100.0 518.67 642.99 1592.77 1414.58 14.62 21.61 553.36 2388.16 9050.96 1.3 47.47 521.45 2388.08 8128.1 8.4499 0.03 393 2388 100.0 38.88 23.4025
19084 94 74 0.001 0.0004 100.0 518.67 642.99 1593.6 1401.66 14.62 21.61 553.05 2388.14 9046.52 1.3 47.57 520.79 2388.12 8129.74 8.4547 0.03 393 2388 100.0 38.71 23.3781
19085 94 75 -0.0016 -0.0005 100.0 518.67 642.93 1590.58 1406.67 14.62 21.61 552.92 2388.13 9055.01 1.3 47.56 520.98 2388.09 8129.05 8.4361 0.03 393 2388 100.0 38.84 23.319
19086 94 76 -0.0023 -0.0004 100.0 518.67 642.44 1586.46 1408.61 14.62 21.61 553.13 2388.17 9042.5 1.3 47.48 521.02 2388.15 8130.43 8.452 0.03 395 2388 100.0 38.93 23.3111
19087 94 77 0.0005 0.0 100.0 518.67 642.47 1590.34 1408.61 14.62 21.61 553.6 2388.14 9047.17 1.3 47.3 521.19 2388.08 8127.5 8.4326 0.03 392 2388 100.0 38.77 23.2763
19088 94 78 -0.0035 -0.0005 100.0 518.67 642.48 1593.47 1406.56 14.62 21.61 553.11 2388.1 9045.03 1.3 47.46 521.35 2388.16 8124.1 8.4724 0.03 393 2388 100.0 38.8 23.2828
19089 94 79 0.0039 -0.0003 100.0 518.67 643.14 1589.27 1416.93 14.62 21.61 553.54 2388.13 9047.14 1.3 47.64 521.03 2388.12 8128.59 8.4349 0.03 393 2388 100.0 38.74 23.3258
19090 94 80 -0.0012 -0.0002 100.0 518.67 642.59 1589.7 1412.56 14.62 21.61 553.22 2388.13 9051.36 1.3 47.52 521.54 2388.14 8122.15 8.46 0.03 394 2388 100.0 38.71 23.3434
19091 94 81 -0.0032 0.0003 100.0 518.67 642.87 1594.51 1405.73 14.62 21.61 553.53 2388.13 9050.53 1.3 47.65 521.05 2388.13 8123.67 8.4523 0.03 393 2388 100.0 38.86 23.2657
19092 94 82 -0.0024 0.0003 100.0 518.67 642.33 1579.97 1401.14 14.62 21.61 553.42 2388.12 9046.29 1.3 47.59 521.53 2388.13 8125.61 8.4627 0.03 394 2388 100.0 38.88 23.2966
19093 94 83 -0.0019 0.0004 100.0 518.67 642.63 1590.4 1407.24 14.62 21.61 553.46 2388.17 9049.23 1.3 47.53 520.93 2388.14 8129.61 8.4324 0.03 392 2388 100.0 38.85 23.2718
19094 94 84 -0.0008 -0.0002 100.0 518.67 642.84 1592.71 1406.92 14.62 21.61 553.22 2388.1 9042.6 1.3 47.66 520.85 2388.18 8125.41 8.4305 0.03 392 2388 100.0 38.81 23.2706
19095 94 85 0.0011 -0.0003 100.0 518.67 643.13 1588.08 1410.45 14.62 21.61 553.12 2388.15 9048.67 1.3 47.63 521.34 2388.09 8128.43 8.4672 0.03 395 2388 100.0 38.73 23.2682
19096 94 86 -0.002 -0.0005 100.0 518.67 643.01 1586.32 1410.5 14.62 21.61 552.71 2388.14 9050.81 1.3 47.57 520.96 2388.07 8132.25 8.4573 0.03 394 2388 100.0 38.75 23.3114
19097 94 87 0.0006 0.0003 100.0 518.67 642.74 1591.85 1408.66 14.62 21.61 553.74 2388.14 9051.35 1.3 47.62 521.64 2388.17 8125.11 8.4666 0.03 393 2388 100.0 38.7 23.179
19098 94 88 -0.004 0.0001 100.0 518.67 642.35 1581.19 1409.49 14.62 21.61 553.44 2388.12 9046.98 1.3 47.53 521.39 2388.16 8126.88 8.429 0.03 392 2388 100.0 38.77 23.3332
19099 94 89 -0.0001 -0.0005 100.0 518.67 642.38 1581.67 1409.97 14.62 21.61 553.44 2388.11 9047.43 1.3 47.39 521.02 2388.14 8130.29 8.4553 0.03 395 2388 100.0 38.61 23.2794
19100 94 90 -0.0022 0.0003 100.0 518.67 642.72 1593.9 1410.14 14.62 21.61 553.62 2388.11 9055.0 1.3 47.43 521.9 2388.15 8124.69 8.4693 0.03 392 2388 100.0 38.77 23.3568
19101 94 91 -0.0014 -0.0001 100.0 518.67 643.02 1588.74 1413.08 14.62 21.61 552.74 2388.14 9050.53 1.3 47.72 520.6 2388.12 8125.33 8.4666 0.03 392 2388 100.0 38.55 23.2224
19102 94 92 0.0004 -0.0 100.0 518.67 643.17 1598.93 1407.0 14.62 21.61 553.77 2388.17 9048.8 1.3 47.66 520.88 2388.11 8128.81 8.4393 0.03 393 2388 100.0 38.89 23.2898
19103 94 93 0.0014 0.0001 100.0 518.67 642.61 1588.34 1401.37 14.62 21.61 552.84 2388.15 9046.68 1.3 47.52 521.17 2388.19 8126.92 8.4489 0.03 394 2388 100.0 38.73 23.1659
19104 94 94 -0.0009 0.0003 100.0 518.67 642.35 1580.61 1407.06 14.62 21.61 553.44 2388.09 9050.09 1.3 47.36 521.55 2388.09 8129.85 8.4638 0.03 394 2388 100.0 38.9 23.2161
19105 94 95 -0.0004 -0.0005 100.0 518.67 642.45 1593.18 1411.34 14.62 21.61 553.34 2388.16 9048.13 1.3 47.61 521.56 2388.06 8132.4 8.4368 0.03 394 2388 100.0 38.88 23.317
19106 94 96 0.0006 -0.0 100.0 518.67 642.39 1588.3 1415.27 14.62 21.61 553.05 2388.19 9050.82 1.3 47.61 521.22 2388.14 8129.29 8.4672 0.03 392 2388 100.0 38.8 23.3536
19107 94 97 0.0003 0.0005 100.0 518.67 642.45 1589.29 1409.33 14.62 21.61 553.2 2388.14 9049.74 1.3 47.69 520.95 2388.18 8125.72 8.4671 0.03 392 2388 100.0 38.83 23.1886
19108 94 98 0.0024 0.0002 100.0 518.67 642.94 1584.67 1413.28 14.62 21.61 553.46 2388.1 9046.41 1.3 47.68 521.0 2388.11 8127.26 8.4424 0.03 393 2388 100.0 38.68 23.2785
19109 94 99 0.0003 -0.0 100.0 518.67 642.62 1584.25 1404.38 14.62 21.61 553.08 2388.17 9051.11 1.3 47.63 521.34 2388.09 8133.23 8.427 0.03 394 2388 100.0 38.77 23.2255
19110 94 100 -0.001 0.0003 100.0 518.67 642.48 1593.86 1409.6 14.62 21.61 553.41 2388.1 9045.81 1.3 47.42 521.33 2388.15 8131.81 8.4513 0.03 394 2388 100.0 38.89 23.2332
19111 94 101 0.0007 -0.0002 100.0 518.67 643.41 1592.44 1406.37 14.62 21.61 552.35 2388.17 9055.75 1.3 47.61 521.19 2388.15 8128.44 8.4314 0.03 394 2388 100.0 38.88 23.156
19112 94 102 -0.0033 0.0 100.0 518.67 642.3 1596.17 1412.3 14.62 21.61 553.21 2388.21 9045.45 1.3 47.58 521.19 2388.15 8129.03 8.446 0.03 394 2388 100.0 38.7 23.2154
19113 94 103 -0.0012 -0.0002 100.0 518.67 642.75 1590.12 1415.68 14.62 21.61 552.64 2388.13 9044.54 1.3 47.51 521.32 2388.14 8130.41 8.4371 0.03 394 2388 100.0 38.73 23.3245
19114 94 104 0.0009 0.0004 100.0 518.67 643.01 1592.07 1405.21 14.62 21.61 552.6 2388.12 9048.93 1.3 47.63 520.98 2388.12 8132.8 8.44 0.03 393 2388 100.0 38.73 23.3792
19115 94 105 -0.0035 0.0002 100.0 518.67 642.72 1590.59 1409.61 14.62 21.61 552.77 2388.09 9053.88 1.3 47.67 520.89 2388.11 8131.84 8.4145 0.03 393 2388 100.0 38.65 23.2495
19116 94 106 0.0007 -0.0004 100.0 518.67 642.98 1590.5 1413.87 14.62 21.61 553.45 2388.13 9055.53 1.3 47.44 520.63 2388.1 8130.49 8.467 0.03 394 2388 100.0 38.7 23.198
19117 94 107 -0.0002 -0.0001 100.0 518.67 642.57 1584.31 1410.41 14.62 21.61 553.81 2388.12 9051.79 1.3 47.47 520.99 2388.13 8136.77 8.4604 0.03 393 2388 100.0 38.97 23.3504
19118 94 108 0.0022 -0.0002 100.0 518.67 642.78 1594.67 1410.93 14.62 21.61 553.55 2388.15 9046.3 1.3 47.47 521.01 2388.09 8134.86 8.4829 0.03 393 2388 100.0 38.77 23.2628
19119 94 109 -0.0028 -0.0003 100.0 518.67 642.83 1587.29 1414.48 14.62 21.61 553.41 2388.11 9051.94 1.3 47.63 520.73 2388.14 8135.47 8.4382 0.03 394 2388 100.0 38.77 23.1968
19120 94 110 0.0013 0.0004 100.0 518.67 642.84 1594.48 1409.66 14.62 21.61 553.72 2388.18 9058.44 1.3 47.48 521.13 2388.14 8134.4 8.4679 0.03 393 2388 100.0 38.87 23.297
19121 94 111 0.0019 -0.0003 100.0 518.67 642.74 1591.81 1406.25 14.62 21.61 553.29 2388.12 9051.14 1.3 47.42 521.31 2388.14 8128.2 8.4548 0.03 394 2388 100.0 38.78 23.1953
19122 94 112 0.0009 -0.0002 100.0 518.67 642.59 1595.07 1405.28 14.62 21.61 552.91 2388.16 9046.97 1.3 47.79 520.99 2388.13 8136.03 8.438 0.03 393 2388 100.0 38.74 23.3163
19123 94 113 -0.0015 -0.0002 100.0 518.67 642.85 1591.59 1414.32 14.62 21.61 552.97 2388.14 9047.14 1.3 47.69 521.42 2388.14 8126.75 8.4151 0.03 393 2388 100.0 38.88 23.214
19124 94 114 -0.0019 0.0003 100.0 518.67 642.9 1589.83 1411.58 14.62 21.61 553.38 2388.13 9049.66 1.3 47.66 521.46 2388.11 8133.57 8.4736 0.03 394 2388 100.0 38.61 23.2935
19125 94 115 0.0049 -0.0003 100.0 518.67 642.67 1595.45 1408.64 14.62 21.61 553.88 2388.14 9052.31 1.3 47.68 521.38 2388.11 8130.67 8.4313 0.03 392 2388 100.0 38.76 23.2402
19126 94 116 -0.0007 -0.0 100.0 518.67 643.16 1592.57 1412.85 14.62 21.61 552.64 2388.12 9049.28 1.3 47.43 521.16 2388.1 8131.04 8.4603 0.03 394 2388 100.0 38.76 23.322
19127 94 117 0.0008 0.0001 100.0 518.67 642.51 1587.45 1403.49 14.62 21.61 553.74 2388.06 9056.57 1.3 47.77 521.1 2388.12 8131.62 8.463 0.03 395 2388 100.0 38.74 23.3025
19128 94 118 -0.0015 -0.0003 100.0 518.67 642.02 1592.15 1416.12 14.62 21.61 553.27 2388.17 9046.29 1.3 47.5 521.22 2388.09 8134.54 8.458 0.03 393 2388 100.0 38.74 23.2835
19129 94 119 0.0015 0.0002 100.0 518.67 642.98 1586.89 1409.34 14.62 21.61 553.05 2388.17 9048.54 1.3 47.57 521.67 2388.12 8131.33 8.4507 0.03 395 2388 100.0 38.98 23.3091
19130 94 120 -0.0017 0.0001 100.0 518.67 642.44 1589.58 1406.43 14.62 21.61 553.52 2388.15 9057.51 1.3 47.66 521.24 2388.06 8132.66 8.4364 0.03 395 2388 100.0 38.99 23.2353
19131 94 121 0.0013 -0.0005 100.0 518.67 642.85 1583.13 1403.25 14.62 21.61 553.49 2388.1 9053.05 1.3 47.67 520.89 2388.12 8130.5 8.4667 0.03 394 2388 100.0 38.68 23.2902
19132 94 122 -0.0003 0.0002 100.0 518.67 643.23 1597.79 1416.97 14.62 21.61 553.22 2388.14 9055.91 1.3 47.69 520.99 2388.13 8132.55 8.4567 0.03 393 2388 100.0 39.0 23.3536
19133 94 123 -0.0003 -0.0001 100.0 518.67 642.41 1591.15 1416.14 14.62 21.61 552.88 2388.16 9056.3 1.3 47.51 521.09 2388.1 8135.95 8.4127 0.03 392 2388 100.0 38.93 23.2002
19134 94 124 0.0007 -0.0002 100.0 518.67 642.92 1591.95 1415.12 14.62 21.61 553.02 2388.15 9053.81 1.3 47.69 521.61 2388.17 8130.94 8.4843 0.03 395 2388 100.0 38.7 23.2506
19135 94 125 0.0005 -0.0002 100.0 518.67 643.15 1586.35 1410.09 14.62 21.61 553.57 2388.15 9045.81 1.3 47.64 521.35 2388.16 8133.91 8.4208 0.03 393 2388 100.0 38.83 23.3286
19136 94 126 -0.0017 -0.0004 100.0 518.67 642.91 1591.1 1412.47 14.62 21.61 552.91 2388.13 9049.29 1.3 47.51 521.6 2388.17 8136.16 8.4591 0.03 394 2388 100.0 38.81 23.1779
19137 94 127 -0.0022 0.0001 100.0 518.67 642.65 1585.75 1406.46 14.62 21.61 553.1 2388.14 9053.02 1.3 47.74 521.2 2388.15 8137.02 8.4349 0.03 393 2388 100.0 38.68 23.2988
19138 94 128 0.0012 -0.0004 100.0 518.67 642.5 1591.06 1408.89 14.62 21.61 552.58 2388.09 9049.79 1.3 47.58 521.41 2388.16 8133.15 8.423 0.03 394 2388 100.0 38.74 23.2247
19139 94 129 0.0001 -0.0004 100.0 518.67 643.55 1590.3 1411.59 14.62 21.61 553.38 2388.11 9059.88 1.3 47.67 521.29 2388.08 8134.28 8.4483 0.03 393 2388 100.0 38.79 23.3333
19140 94 130 0.001 -0.0001 100.0 518.67 642.57 1594.11 1410.62 14.62 21.61 552.87 2388.13 9053.57 1.3 47.64 521.58 2388.18 8129.18 8.4538 0.03 394 2388 100.0 38.9 23.3544
19141 94 131 0.0003 0.0002 100.0 518.67 642.67 1580.9 1416.68 14.62 21.61 553.64 2388.16 9053.79 1.3 47.47 520.94 2388.09 8129.38 8.4438 0.03 394 2388 100.0 38.66 23.3321
19142 94 132 -0.0009 -0.0004 100.0 518.67 642.45 1590.95 1411.34 14.62 21.61 553.21 2388.13 9053.26 1.3 47.79 520.87 2388.11 8135.55 8.46 0.03 393 2388 100.0 38.81 23.2689
19143 94 133 -0.0006 0.0004 100.0 518.67 642.81 1595.73 1411.56 14.62 21.61 553.42 2388.15 9048.07 1.3 47.6 520.76 2388.15 8136.7 8.4489 0.03 392 2388 100.0 38.73 23.1438
19144 94 134 0.0022 -0.0001 100.0 518.67 642.32 1590.0 1410.88 14.62 21.61 553.72 2388.11 9050.16 1.3 47.69 521.52 2388.15 8135.61 8.4498 0.03 394 2388 100.0 38.84 23.2227
19145 94 135 0.0002 0.0003 100.0 518.67 643.19 1587.11 1410.13 14.62 21.61 552.82 2388.16 9051.77 1.3 47.71 521.32 2388.14 8129.45 8.4293 0.03 393 2388 100.0 38.84 23.263
19146 94 136 0.0012 -0.0001 100.0 518.67 642.56 1591.75 1413.54 14.62 21.61 553.16 2388.14 9056.28 1.3 47.58 521.03 2388.12 8133.34 8.432 0.03 393 2388 100.0 38.56 23.3326
19147 94 137 -0.0038 -0.0002 100.0 518.67 643.21 1594.03 1410.03 14.62 21.61 552.73 2388.12 9061.33 1.3 47.77 521.47 2388.14 8131.56 8.4374 0.03 393 2388 100.0 38.82 23.2623
19148 94 138 -0.0012 0.0002 100.0 518.67 643.06 1590.7 1412.53 14.62 21.61 552.85 2388.11 9053.99 1.3 47.59 521.14 2388.16 8139.13 8.4453 0.03 394 2388 100.0 38.81 23.2599
19149 94 139 0.0031 -0.0003 100.0 518.67 643.23 1597.15 1414.69 14.62 21.61 552.22 2388.19 9060.39 1.3 47.59 520.94 2388.14 8130.34 8.4494 0.03 390 2388 100.0 38.94 23.3243
19150 94 140 0.0016 -0.0003 100.0 518.67 641.73 1596.86 1409.91 14.62 21.61 552.92 2388.12 9064.72 1.3 47.48 520.68 2388.14 8130.88 8.4821 0.03 396 2388 100.0 38.82 23.2397
19151 94 141 0.0026 -0.0001 100.0 518.67 642.72 1592.46 1416.77 14.62 21.61 553.44 2388.13 9051.89 1.3 47.52 521.09 2388.05 8135.53 8.426 0.03 392 2388 100.0 38.61 23.2964
19152 94 142 -0.0024 -0.0 100.0 518.67 642.67 1586.41 1407.93 14.62 21.61 553.31 2388.14 9059.95 1.3 47.86 521.07 2388.13 8138.63 8.4557 0.03 393 2388 100.0 38.81 23.2763
19153 94 143 -0.0013 -0.0004 100.0 518.67 642.44 1599.0 1417.13 14.62 21.61 553.34 2388.12 9048.8 1.3 47.5 521.29 2388.16 8131.45 8.4345 0.03 393 2388 100.0 39.05 23.3201
19154 94 144 -0.0019 -0.0004 100.0 518.67 642.17 1591.94 1404.46 14.62 21.61 552.25 2388.11 9049.83 1.3 47.62 520.78 2388.1 8135.0 8.4335 0.03 393 2388 100.0 38.72 23.23
19155 94 145 -0.0026 -0.0001 100.0 518.67 642.35 1590.35 1412.84 14.62 21.61 552.12 2388.12 9062.17 1.3 47.5 521.38 2388.12 8134.13 8.4633 0.03 393 2388 100.0 38.76 23.2382
19156 94 146 -0.0022 0.0003 100.0 518.67 642.63 1598.11 1410.4 14.62 21.61 552.51 2388.18 9059.44 1.3 47.61 521.16 2388.09 8136.68 8.4274 0.03 393 2388 100.0 38.84 23.3332
19157 94 147 -0.0016 -0.0001 100.0 518.67 642.42 1593.4 1411.18 14.62 21.61 552.39 2388.11 9062.58 1.3 47.57 521.29 2388.17 8143.46 8.4603 0.03 393 2388 100.0 38.74 23.4441
19158 94 148 0.0023 -0.0001 100.0 518.67 642.84 1594.03 1410.75 14.62 21.61 553.37 2388.13 9052.36 1.3 47.62 521.66 2388.09 8138.85 8.4468 0.03 393 2388 100.0 38.91 23.2185
19159 94 149 -0.0005 0.0003 100.0 518.67 642.45 1598.95 1415.95 14.62 21.61 553.09 2388.14 9059.18 1.3 47.57 520.88 2388.15 8139.33 8.4487 0.03 394 2388 100.0 38.82 23.2164
19160 94 150 0.0003 -0.0 100.0 518.67 642.75 1593.56 1408.2 14.62 21.61 553.24 2388.13 9052.98 1.3 47.56 521.71 2388.11 8140.81 8.45 0.03 393 2388 100.0 38.74 23.3317
19161 94 151 -0.0004 0.0 100.0 518.67 642.59 1592.56 1416.94 14.62 21.61 552.68 2388.09 9061.09 1.3 47.68 521.38 2388.09 8140.7 8.4202 0.03 395 2388 100.0 38.82 23.2799
19162 94 152 0.0024 0.0004 100.0 518.67 642.93 1589.88 1413.26 14.62 21.61 552.71 2388.13 9058.98 1.3 47.56 520.92 2388.14 8138.82 8.422 0.03 393 2388 100.0 38.69 23.2357
19163 94 153 -0.0021 -0.0004 100.0 518.67 642.85 1593.27 1414.42 14.62 21.61 553.83 2388.14 9068.51 1.3 47.77 520.77 2388.11 8136.69 8.4342 0.03 392 2388 100.0 38.81 23.2957
19164 94 154 0.0003 -0.0001 100.0 518.67 642.44 1591.63 1418.53 14.62 21.61 553.09 2388.15 9061.51 1.3 47.54 520.93 2388.2 8137.7 8.4744 0.03 394 2388 100.0 38.53 23.2545
19165 94 155 -0.0025 0.0004 100.0 518.67 642.38 1592.44 1413.67 14.62 21.61 553.19 2388.09 9062.4 1.3 47.66 520.49 2388.14 8143.08 8.4665 0.03 392 2388 100.0 38.79 23.2408
19166 94 156 0.0019 -0.0003 100.0 518.67 642.9 1601.2 1412.75 14.62 21.61 552.67 2388.19 9060.59 1.3 47.73 521.42 2388.13 8140.93 8.4586 0.03 394 2388 100.0 38.9 23.1997
19167 94 157 -0.0026 -0.0002 100.0 518.67 642.65 1590.15 1420.37 14.62 21.61 553.22 2388.18 9058.17 1.3 47.84 521.19 2388.07 8134.63 8.4594 0.03 394 2388 100.0 38.8 23.255
19168 94 158 -0.002 -0.0001 100.0 518.67 643.2 1595.31 1416.42 14.62 21.61 553.34 2388.1 9065.32 1.3 47.53 521.07 2388.11 8138.35 8.4544 0.03 396 2388 100.0 38.89 23.2269
19169 94 159 -0.0041 0.0004 100.0 518.67 643.25 1589.47 1414.37 14.62 21.61 552.45 2388.12 9064.25 1.3 47.76 520.63 2388.19 8143.18 8.4334 0.03 392 2388 100.0 38.79 23.2741
19170 94 160 -0.0021 -0.0003 100.0 518.67 642.52 1595.3 1409.13 14.62 21.61 552.7 2388.23 9061.27 1.3 47.76 520.96 2388.18 8141.72 8.479 0.03 392 2388 100.0 38.69 23.3786
19171 94 161 -0.0025 -0.0004 100.0 518.67 642.63 1593.2 1410.92 14.62 21.61 553.19 2388.1 9062.23 1.3 47.65 521.13 2388.12 8137.17 8.4249 0.03 394 2388 100.0 38.83 23.1902
19172 94 162 -0.002 -0.0 100.0 518.67 642.87 1595.59 1407.98 14.62 21.61 553.57 2388.14 9061.93 1.3 47.75 520.66 2388.1 8132.77 8.4781 0.03 393 2388 100.0 38.72 23.2038
19173 94 163 -0.0021 -0.0002 100.0 518.67 642.6 1596.48 1414.23 14.62 21.61 552.71 2388.16 9067.05 1.3 47.67 521.2 2388.11 8139.76 8.4762 0.03 394 2388 100.0 38.75 23.2624
